订单ID,客户ID,产品ID,日期,活动ID,数量,单价,总金额,利润,折扣率
O00003245,C999993868129,P021,2023-04-27,,1,1372.55,1372.55,464.67,0.0
O00003246,C999993868129,P008,2023-03-26,M001,1,419.32,356.42,207.36,0.15
O00003247,C999993865457,P049,2024-05-11,,1,671.4,671.4,292.52,0.0
O00003248,C999993865457,P046,2024-03-25,,1,229.89,229.89,89.22,0.0
O00003249,C999993865457,P033,2024-07-18,,1,83.66,83.66,39.02,0.0
O00003250,C999993865457,P024,2024-02-18,,1,167.97,167.97,82.52,0.0
O00003251,C999993865457,P024,2023-07-05,,1,183.8,183.8,70.6,0.0
O00003252,C999993865457,P028,2023-09-22,,1,215.13,215.13,101.41,0.0
O00003253,C999993865457,P015,2023-08-29,,1,172.39,172.39,67.06,0.0
O00003254,C999993865457,P045,2023-01-29,,1,240.27,240.27,107.09,0.0
O00003255,C999993865457,P032,2024-01-06,,1,609.71,609.71,235.19,0.0
O00003256,C999993865457,P018,2024-08-14,,1,1190.88,1190.88,568.91,0.0
O00003257,C999993865457,P004,2023-10-03,,1,417.64,417.64,165.49,0.0
O00003258,C999993865457,P041,2024-09-03,,1,340.93,340.93,163.05,0.0
O00003259,C999993865457,P020,2023-09-21,,2,71.28,142.56,59.21,0.0
O00003260,C999993865457,P050,2024-05-06,,1,735.43,735.43,240.3,0.0
O00003261,C999993865457,P023,2023-08-14,,1,164.23,164.23,53.89,0.0
O00003262,C999993867272,P019,2024-07-19,,1,277.53,277.53,110.81,0.0
O00003263,C999993867272,P025,2024-08-12,,1,423.75,423.75,139.4,0.0
O00003264,C999993867272,P023,2024-02-29,,1,146.61,146.61,71.83,0.0
O00003265,C999993857548,P022,2023-05-02,,1,1453.32,1453.32,471.17,0.0
O00003266,C999993857548,P012,2024-05-08,,1,305.09,305.09,133.51,0.0
O00003267,C999993857548,P039,2024-07-11,,1,229.48,229.48,99.81,0.0
O00003268,C999993857548,P004,2024-03-05,M008,1,358.28,304.54,108.48,0.15
O00003269,C999993857548,P048,2024-04-27,,1,943.05,943.05,387.66,0.0
O00003270,C999993857548,P047,2023-03-25,M001,1,287.82,244.65,104.53,0.15
O00003271,C999993857548,P006,2023-11-08,M004,1,481.92,361.44,152.0,0.25
O00003272,C999993857548,P020,2023-05-24,,1,91.07,91.07,40.56,0.0
O00003273,C999993857548,P047,2024-09-17,,1,346.42,346.42,142.16,0.0
O00003274,C999993857548,P031,2023-06-05,M002,1,845.71,676.57,309.96,0.2
O00003275,C999993857548,P006,2023-05-04,,1,485.38,485.38,239.84,0.0
O00003276,C999993857548,P035,2024-09-21,,1,565.43,565.43,271.05,0.0
O00003277,C999993870240,P013,2023-04-02,,1,1092.23,1092.23,433.81,0.0
O00003278,C999993870240,P007,2024-01-19,,2,522.32,1044.64,427.78,0.0
O00003279,C999993870240,P006,2023-01-26,,1,579.08,579.08,184.74,0.0
O00003280,C999993870240,P030,2023-07-02,,1,656.13,656.13,259.46,0.0
O00003281,C999993870240,P047,2023-12-07,M005,1,325.92,267.25,120.88,0.18
O00003282,C999993870240,P049,2023-05-28,,1,740.1,740.1,331.96,0.0
O00003283,C999993870240,P027,2023-02-13,,1,307.75,307.75,150.11,0.0
O00003284,C999993870240,P032,2024-06-18,,2,700.32,1400.64,644.01,0.0
O00003285,C999993870240,P026,2023-12-22,,1,244.63,244.63,82.95,0.0
O00003286,C999993873900,P003,2023-10-10,,1,682.69,682.69,307.21,0.0
O00003287,C999993873900,P044,2024-07-25,,1,1037.01,1037.01,512.06,0.0
O00003288,C999993873900,P025,2023-07-28,,2,526.87,1053.74,328.42,0.0
O00003289,C999993873900,P013,2024-09-28,,1,1015.23,1015.23,351.04,0.0
O00003290,C999993873900,P014,2023-03-10,M001,1,397.7,338.04,160.27,0.15
O00003291,C999993873900,P036,2023-02-24,,1,67.0,67.0,31.63,0.0
O00003292,C999993873900,P001,2023-12-18,,1,462.91,462.91,220.31,0.0
O00003293,C999993873900,P036,2024-05-12,,2,72.6,145.2,51.2,0.0
O00003294,C999993873900,P025,2023-03-15,M001,1,389.28,330.89,185.33,0.15
O00003295,C999993820776,P003,2024-04-19,,1,582.8,582.8,204.18,0.0
O00003296,C999993820776,P032,2024-07-16,,1,811.76,811.76,252.08,0.0
O00003297,C999993820776,P018,2023-01-10,,1,932.03,932.03,364.96,0.0
O00003298,C999993857242,P033,2024-09-10,,1,77.38,77.38,33.01,0.0
O00003299,C999993857242,P050,2024-04-27,,2,898.96,1797.92,769.18,0.0
O00003300,C999993857242,P020,2023-05-05,,1,90.56,90.56,33.63,0.0
O00003301,C999993857242,P037,2023-03-05,,1,963.28,963.28,350.7,0.0
O00003302,C999993857242,P045,2023-08-08,,1,242.09,242.09,90.34,0.0
O00003303,C999993857242,P029,2023-06-26,,1,252.26,252.26,91.02,0.0
O00003304,C999993873751,P007,2023-06-11,M002,1,578.07,462.46,201.05,0.2
O00003305,C999993873751,P044,2023-10-03,,1,962.5,962.5,340.54,0.0
O00003306,C999993873751,P049,2023-09-14,,1,557.27,557.27,263.91,0.0
O00003307,C999993873751,P031,2023-02-28,,1,794.94,794.94,251.16,0.0
O00003308,C999993873751,P029,2023-04-14,,1,341.53,341.53,148.94,0.0
O00003309,C999993873751,P015,2023-02-04,,1,224.31,224.31,69.38,0.0
O00003310,C999993873751,P028,2023-07-12,,2,203.99,407.98,195.06,0.0
O00003311,C999993873751,P045,2023-11-16,,1,271.04,271.04,85.13,0.0
O00003312,C999993873751,P043,2024-07-09,,1,274.64,274.64,119.55,0.0
O00003313,C999993873751,P017,2023-10-25,,1,711.25,711.25,320.21,0.0
O00003314,C999993873751,P008,2023-09-11,,2,408.4,816.8,329.67,0.0
O00003315,C999993873751,P050,2024-02-01,,1,876.68,876.68,384.43,0.0
O00003316,C999993863629,P046,2023-01-12,,1,283.82,283.82,92.4,0.0
O00003317,C999993863629,P022,2023-04-22,,1,1133.83,1133.83,383.24,0.0
O00003318,C999993863629,P032,2023-01-04,,1,720.85,720.85,250.23,0.0
O00003319,C999993857184,P021,2023-09-22,,1,1242.14,1242.14,620.27,0.0
O00003320,C999993857184,P046,2023-03-06,M001,1,245.15,208.38,117.51,0.15
O00003321,C999993857184,P050,2024-04-05,,1,828.08,828.08,376.73,0.0
O00003322,C999993857184,P007,2024-07-01,,1,400.61,400.61,161.08,0.0
O00003323,C999993857184,P019,2024-06-08,,1,205.85,205.85,79.12,0.0
O00003324,C999993857184,P016,2023-11-29,,1,485.64,485.64,167.64,0.0
O00003325,C999993830387,P042,2023-02-02,,1,475.18,475.18,232.71,0.0
O00003326,C999993830387,P030,2023-11-28,,1,751.41,751.41,305.83,0.0
O00003327,C999993830387,P017,2023-08-09,,1,544.88,544.88,214.99,0.0
O00003328,C999993830387,P028,2023-10-28,,1,245.55,245.55,86.16,0.0
O00003329,C999993830387,P025,2023-07-22,,2,407.39,814.78,261.25,0.0
O00003330,C999993830387,P047,2024-08-08,,1,246.43,246.43,103.88,0.0
O00003331,C999993830387,P013,2023-05-10,,1,1194.39,1194.39,496.58,0.0
O00003332,C999993830387,P046,2023-04-07,,1,193.24,193.24,89.44,0.0
O00003333,C999993830387,P025,2023-01-22,,2,411.85,823.7,290.03,0.0
O00003334,C999993830387,P032,2023-10-03,,1,671.05,671.05,281.03,0.0
O00003335,C999993830387,P027,2024-02-18,,1,261.84,261.84,118.67,0.0
O00003336,C999993830387,P014,2024-08-14,,2,303.5,607.0,200.59,0.0
O00003337,C999993830387,P032,2024-01-02,,1,854.79,854.79,357.75,0.0
O00003338,C999993830387,P030,2023-01-16,,1,797.7,797.7,353.64,0.0
O00003339,C999993830387,P032,2023-07-04,,1,765.05,765.05,305.85,0.0
O00003340,C999993830387,P016,2024-07-03,,1,605.03,605.03,201.49,0.0
O00003341,C999993830387,P006,2023-08-01,,1,480.48,480.48,209.88,0.0
O00003342,C999993830387,P026,2024-07-15,,1,229.9,229.9,96.8,0.0
O00003343,C999993864271,P019,2023-03-13,M001,1,279.74,237.78,91.09,0.15
O00003344,C999993864271,P008,2023-03-13,M001,1,392.48,333.61,122.41,0.15
O00003345,C999993864271,P050,2024-05-29,,1,820.58,820.58,352.13,0.0
O00003346,C999993864271,P004,2023-06-26,,1,441.39,441.39,201.51,0.0
O00003347,C999993864271,P027,2023-08-31,,1,265.87,265.87,108.37,0.0
O00003348,C999993864271,P040,2023-06-17,,1,133.79,133.79,66.83,0.0
O00003349,C999993873660,P001,2023-07-19,,1,538.93,538.93,256.43,0.0
O00003350,C999993873660,P038,2024-09-09,,1,200.06,200.06,83.0,0.0
O00003351,C999993873660,P048,2023-05-08,,1,728.9,728.9,352.23,0.0
O00003352,C999993873660,P028,2023-09-02,,1,253.49,253.49,108.99,0.0
O00003353,C999993873660,P038,2023-03-31,,1,134.91,134.91,40.48,0.0
O00003354,C999993873660,P033,2023-08-27,,1,73.88,73.88,25.58,0.0
O00003355,C999993873660,P022,2023-06-17,M002,1,1451.02,1160.82,604.24,0.2
O00003356,C999993873660,P014,2023-08-18,,1,399.09,399.09,189.16,0.0
O00003357,C999993873660,P036,2024-07-25,,1,56.86,56.86,25.28,0.0
O00003358,C999993873660,P014,2024-09-29,,1,364.13,364.13,134.49,0.0
O00003359,C999993873660,P042,2024-02-13,M007,1,458.91,422.2,167.47,0.08
O00003360,C999993873660,P031,2024-08-19,,1,921.96,921.96,454.54,0.0
O00003361,C999993830467,P010,2024-05-12,,1,49.56,49.56,22.98,0.0
O00003362,C999993830467,P034,2024-02-01,,1,195.01,195.01,76.32,0.0
O00003363,C999993830467,P001,2023-03-31,M001,1,489.97,416.47,194.68,0.15
O00003364,C999993830467,P002,2023-01-04,,1,413.87,413.87,181.38,0.0
O00003365,C999993830467,P008,2024-01-09,M006,1,437.95,385.4,160.25,0.12
O00003366,C999993830467,P023,2024-08-17,,1,172.38,172.38,61.3,0.0
O00003367,C999993870193,P024,2024-06-21,,1,216.16,216.16,67.65,0.0
O00003368,C999993870193,P023,2023-06-18,,1,142.41,142.41,53.39,0.0
O00003369,C999993870193,P010,2023-02-13,,1,56.02,56.02,19.67,0.0
O00003370,C999993873321,P005,2023-07-18,,1,310.34,310.34,125.53,0.0
O00003371,C999993873321,P023,2023-12-20,,2,164.45,328.9,147.87,0.0
O00003372,C999993873321,P030,2024-07-15,,1,834.86,834.86,253.9,0.0
O00003373,C999993873321,P011,2024-09-24,,1,613.17,613.17,227.85,0.0
O00003374,C999993873321,P020,2023-11-15,,1,87.37,87.37,32.91,0.0
O00003375,C999993873321,P020,2023-03-20,M001,1,80.68,68.58,32.75,0.15
O00003376,C999993873263,P039,2024-08-01,,1,213.42,213.42,79.74,0.0
O00003377,C999993873263,P029,2024-07-23,,1,264.4,264.4,102.1,0.0
O00003378,C999993873263,P046,2023-04-16,,1,253.65,253.65,77.09,0.0
O00003379,C999993873263,P041,2023-03-14,M001,1,339.49,288.57,154.31,0.15
O00003380,C999993873263,P039,2024-02-06,,1,179.95,179.95,85.58,0.0
O00003381,C999993873263,P003,2024-06-21,,1,665.07,665.07,247.24,0.0
O00003382,C999993873230,P026,2023-09-08,,1,201.45,201.45,100.52,0.0
O00003383,C999993873230,P034,2023-02-03,,1,172.25,172.25,58.33,0.0
O00003384,C999993873230,P024,2023-12-13,,1,177.23,177.23,55.27,0.0
O00003385,C999993856850,P017,2023-01-06,,1,697.01,697.01,310.78,0.0
O00003386,C999993856850,P007,2023-04-14,,1,474.82,474.82,159.4,0.0
O00003387,C999993856850,P030,2024-03-28,,1,642.4,642.4,297.0,0.0
O00003388,C999993868786,P049,2023-02-18,,1,655.73,655.73,207.35,0.0
O00003389,C999993868786,P048,2023-09-09,,1,981.35,981.35,418.28,0.0
O00003390,C999993868786,P002,2024-01-17,,1,423.63,423.63,157.63,0.0
O00003391,C999993868786,P049,2023-07-26,,2,733.25,1466.5,570.36,0.0
O00003392,C999993868786,P034,2024-05-21,,1,166.34,166.34,63.14,0.0
O00003393,C999993868786,P037,2023-08-21,M003,1,754.72,679.25,343.16,0.1
O00003394,C999993872872,P001,2023-01-05,,1,499.41,499.41,168.92,0.0
O00003395,C999993872872,P049,2024-07-27,,1,707.96,707.96,326.13,0.0
O00003396,C999993872872,P034,2023-06-25,,1,191.84,191.84,59.71,0.0
O00003397,C999993865184,P023,2023-07-28,,2,161.68,323.36,108.02,0.0
O00003398,C999993865184,P038,2023-04-24,,1,155.45,155.45,63.13,0.0
O00003399,C999993865184,P037,2023-10-12,,1,688.97,688.97,217.59,0.0
O00003400,C999993865184,P037,2023-01-11,,1,686.09,686.09,280.56,0.0
O00003401,C999993865184,P027,2023-04-24,,1,302.79,302.79,124.48,0.0
O00003402,C999993865184,P044,2023-03-18,M001,1,1247.49,1060.37,399.73,0.15
O00003403,C999993865184,P049,2023-10-04,,1,683.2,683.2,235.75,0.0
O00003404,C999993865184,P040,2023-01-19,,1,103.28,103.28,41.6,0.0
O00003405,C999993865184,P010,2023-08-31,,1,47.4,47.4,18.36,0.0
O00003406,C999993865184,P004,2024-08-29,,1,339.88,339.88,115.06,0.0
O00003407,C999993865184,P007,2024-07-03,,1,494.44,494.44,229.17,0.0
O00003408,C999993865184,P040,2024-02-12,M007,1,130.17,119.76,50.6,0.08
O00003409,C999993865184,P033,2024-08-13,,1,76.29,76.29,23.13,0.0
O00003410,C999993865184,P022,2023-05-12,,1,1241.58,1241.58,410.88,0.0
O00003411,C999993865184,P038,2023-10-15,,1,176.65,176.65,72.08,0.0
O00003412,C999993869042,P006,2023-11-24,,1,407.24,407.24,165.76,0.0
O00003413,C999993869042,P049,2024-09-27,,1,813.89,813.89,253.81,0.0
O00003414,C999993869042,P033,2023-05-15,,1,70.66,70.66,26.85,0.0
O00003415,C999993869042,P036,2023-01-09,,1,60.91,60.91,28.41,0.0
O00003416,C999993869042,P044,2023-06-24,,1,1038.03,1038.03,364.97,0.0
O00003417,C999993869042,P017,2023-07-27,,1,547.42,547.42,220.53,0.0
O00003418,C999993871710,P025,2024-06-16,,1,390.21,390.21,156.66,0.0
O00003419,C999993871710,P010,2023-09-16,,1,58.26,58.26,27.98,0.0
O00003420,C999993871710,P032,2023-08-26,,1,650.62,650.62,256.42,0.0
O00003421,C999993871710,P001,2023-09-21,,1,492.31,492.31,155.73,0.0
O00003422,C999993871710,P045,2023-01-05,,1,260.42,260.42,108.44,0.0
O00003423,C999993871710,P006,2023-03-06,M001,1,503.37,427.86,241.11,0.15
O00003424,C999993871674,P039,2023-12-12,M005,1,220.06,180.45,73.19,0.18
O00003425,C999993871674,P050,2024-09-02,,1,849.85,849.85,311.68,0.0
O00003426,C999993871674,P022,2024-05-25,,1,1161.99,1161.99,460.06,0.0
O00003427,C999993865582,P029,2023-06-24,,1,323.51,323.51,159.11,0.0
O00003428,C999993865582,P038,2023-05-11,,1,161.87,161.87,74.57,0.0
O00003429,C999993865582,P042,2024-09-23,,1,431.06,431.06,182.72,0.0
O00003430,C999993865582,P017,2023-08-07,,1,567.2,567.2,232.4,0.0
O00003431,C999993865582,P002,2023-06-03,M002,1,461.12,368.9,180.14,0.2
O00003432,C999993865582,P011,2023-08-05,,1,746.84,746.84,341.72,0.0
O00003433,C999993865582,P050,2023-01-05,,2,796.12,1592.24,499.34,0.0
O00003434,C999993865582,P009,2024-06-01,,1,257.91,257.91,94.04,0.0
O00003435,C999993865582,P006,2024-07-29,,1,486.94,486.94,187.84,0.0
O00003436,C999993865582,P027,2024-02-04,,1,242.8,242.8,113.05,0.0
O00003437,C999993865582,P045,2023-06-16,M002,1,236.78,189.42,89.51,0.2
O00003438,C999993865582,P039,2023-11-01,M004,1,213.37,160.03,74.77,0.25
O00003439,C999993871120,P033,2024-02-23,,1,78.58,78.58,28.58,0.0
O00003440,C999993871120,P031,2023-06-18,M002,2,904.35,1446.96,632.28,0.2
O00003441,C999993871120,P015,2023-10-22,,1,164.74,164.74,77.44,0.0
O00003442,C999993871120,P048,2024-01-10,M006,1,847.91,746.16,343.65,0.12
O00003443,C999993871120,P006,2023-02-21,,1,434.61,434.61,157.66,0.0
O00003444,C999993871120,P040,2023-03-13,,1,108.8,108.8,33.86,0.0
O00003445,C999993871120,P038,2023-01-02,,1,150.22,150.22,50.72,0.0
O00003446,C999993871120,P017,2023-12-13,,1,556.71,556.71,203.28,0.0
O00003447,C999993871120,P001,2023-05-02,,1,574.47,574.47,239.17,0.0
O00003448,C999993856033,P001,2023-02-16,,1,542.04,542.04,237.72,0.0
O00003449,C999993856033,P041,2023-02-08,,1,376.64,376.64,143.48,0.0
O00003450,C999993856033,P005,2024-03-26,,1,304.96,304.96,117.67,0.0
O00003451,C999993856033,P031,2024-06-23,,1,923.75,923.75,309.77,0.0
O00003452,C999993856033,P009,2023-02-04,,1,220.68,220.68,69.96,0.0
O00003453,C999993856033,P041,2023-10-04,,1,383.26,383.26,144.64,0.0
O00003454,C999993862819,P004,2024-03-02,M008,1,324.38,275.72,159.13,0.15
O00003455,C999993862819,P047,2024-08-31,,1,322.9,322.9,104.25,0.0
O00003456,C999993862819,P031,2024-09-15,,1,656.97,656.97,230.1,0.0
O00003457,C999993827998,P015,2024-06-28,,1,198.19,198.19,61.09,0.0
O00003458,C999993827998,P044,2023-07-30,,1,1260.25,1260.25,567.61,0.0
O00003459,C999993827998,P003,2024-04-06,,1,682.23,682.23,253.45,0.0
O00003460,C999993827998,P037,2024-09-13,,1,838.31,838.31,371.57,0.0
O00003461,C999993827998,P049,2024-08-24,,2,639.57,1279.14,530.46,0.0
O00003462,C999993827998,P022,2024-07-23,,1,1480.83,1480.83,453.71,0.0
O00003463,C999993855799,P027,2023-05-15,,1,283.51,283.51,136.49,0.0
O00003464,C999993855799,P031,2023-10-08,,1,751.98,751.98,364.07,0.0
O00003465,C999993855799,P030,2024-03-20,,1,688.48,688.48,327.21,0.0
O00003466,C999993855799,P022,2024-06-20,,1,1338.15,1338.15,429.08,0.0
O00003467,C999993855799,P018,2024-04-19,,1,926.35,926.35,457.02,0.0
O00003468,C999993855799,P029,2024-01-07,M006,1,251.71,221.5,82.59,0.12
O00003469,C999993827910,P041,2024-08-27,,1,364.43,364.43,114.03,0.0
O00003470,C999993827910,P022,2024-02-17,,1,1185.62,1185.62,453.98,0.0
O00003471,C999993827910,P048,2024-04-03,,1,775.88,775.88,279.17,0.0
O00003472,C999993827910,P037,2023-10-21,,1,658.64,658.64,290.62,0.0
O00003473,C999993827910,P002,2024-05-29,,1,522.45,522.45,223.15,0.0
O00003474,C999993827910,P025,2024-02-21,,1,432.69,432.69,188.58,0.0
O00003475,C999993827909,P039,2024-03-16,,2,229.86,459.72,216.27,0.0
O00003476,C999993827909,P028,2024-01-24,,1,249.46,249.46,104.2,0.0
O00003477,C999993827909,P023,2023-02-05,,2,148.39,296.78,132.81,0.0
O00003478,C999993827909,P038,2023-03-04,M001,1,137.71,117.05,41.75,0.15
O00003479,C999993827909,P028,2024-08-26,,1,182.56,182.56,59.93,0.0
O00003480,C999993827909,P010,2023-03-12,M001,1,63.89,54.31,28.36,0.15
O00003481,C999993831427,P031,2023-04-14,,1,895.22,895.22,407.4,0.0
O00003482,C999993831427,P010,2023-09-29,,2,53.88,107.76,53.19,0.0
O00003483,C999993831427,P040,2023-05-24,,2,140.82,281.64,97.48,0.0
O00003484,C999993831427,P047,2023-11-17,,1,323.25,323.25,124.09,0.0
O00003485,C999993831427,P009,2023-12-23,,1,253.48,253.48,125.72,0.0
O00003486,C999993831427,P044,2023-10-29,,1,958.85,958.85,350.43,0.0
O00003487,C999993831427,P046,2024-03-11,,1,211.08,211.08,71.69,0.0
O00003488,C999993831427,P002,2024-09-15,,1,559.92,559.92,192.17,0.0
O00003489,C999993831427,P033,2023-11-02,M004,1,86.87,65.15,29.84,0.25
O00003490,C999993827885,P030,2024-01-08,M006,1,774.66,681.7,336.48,0.12
O00003491,C999993827885,P031,2023-07-15,,1,829.19,829.19,260.01,0.0
O00003492,C999993827885,P048,2023-11-06,M004,1,874.32,655.74,310.25,0.25
O00003493,C999993827885,P046,2023-06-13,M002,1,236.19,188.95,82.47,0.2
O00003494,C999993827885,P007,2024-07-13,,1,570.56,570.56,225.56,0.0
O00003495,C999993827885,P016,2023-10-14,,2,630.5,1261.0,463.53,0.0
O00003496,C999993827885,P024,2023-04-06,,1,220.7,220.7,87.16,0.0
O00003497,C999993827885,P002,2023-06-18,M002,1,569.25,455.4,278.35,0.2
O00003498,C999993827885,P008,2023-11-22,,1,450.36,450.36,198.88,0.0
O00003499,C999993859421,P002,2024-04-16,,1,496.61,496.61,225.9,0.0
O00003500,C999993859421,P005,2023-12-04,M005,1,281.06,230.47,116.95,0.18
O00003501,C999993859421,P029,2024-08-30,,1,313.97,313.97,126.92,0.0
O00003502,C999993859421,P012,2023-06-25,,2,245.12,490.24,243.42,0.0
O00003503,C999993859421,P019,2023-03-31,M001,1,235.49,200.17,80.3,0.15
O00003504,C999993859421,P050,2023-06-16,M002,1,679.98,543.98,206.06,0.2
O00003505,C999993859421,P046,2024-04-06,,1,234.28,234.28,71.49,0.0
O00003506,C999993859421,P033,2024-08-01,,1,67.49,67.49,28.18,0.0
O00003507,C999993859421,P021,2023-09-24,,1,1407.45,1407.45,446.53,0.0
O00003508,C999993859421,P050,2024-02-13,M007,1,895.66,824.01,293.28,0.08
O00003509,C999993859421,P046,2024-09-25,,1,197.28,197.28,97.28,0.0
O00003510,C999993859421,P050,2024-07-03,,2,761.46,1522.92,758.67,0.0
O00003511,C999993859421,P028,2023-02-13,,1,206.19,206.19,97.64,0.0
O00003512,C999993859421,P043,2023-05-13,,1,267.24,267.24,118.9,0.0
O00003513,C999993859421,P025,2024-05-31,,1,366.11,366.11,153.07,0.0
O00003514,C999993859421,P025,2024-07-20,,1,451.56,451.56,143.99,0.0
O00003515,C999993859421,P032,2024-01-15,M006,1,651.02,572.9,223.21,0.12
O00003516,C999993859421,P019,2023-03-13,M001,1,198.57,168.78,89.54,0.15
O00003517,C999993827841,P019,2023-04-03,,1,220.76,220.76,90.98,0.0
O00003518,C999993827841,P022,2024-02-27,,2,1236.56,2473.12,1125.91,0.0
O00003519,C999993827841,P025,2023-04-09,,1,511.55,511.55,216.78,0.0
O00003520,C999993859465,P009,2023-06-11,M002,1,274.03,219.22,97.0,0.2
O00003521,C999993859465,P032,2024-01-09,,2,733.44,1466.88,652.07,0.0
O00003522,C999993859465,P011,2023-05-19,,1,534.29,534.29,179.92,0.0
O00003523,C999993859465,P045,2024-03-08,M008,1,199.82,169.85,80.07,0.15
O00003524,C999993859465,P009,2024-05-06,,1,217.27,217.27,100.79,0.0
O00003525,C999993859465,P021,2023-11-02,M004,1,1606.27,1204.7,633.74,0.25
O00003526,C999993867056,P023,2023-09-06,,1,195.94,195.94,92.03,0.0
O00003527,C999993867056,P018,2023-06-17,,1,993.03,993.03,471.55,0.0
O00003528,C999993867056,P025,2023-11-25,,1,431.48,431.48,194.54,0.0
O00003529,C999993867056,P049,2023-05-24,,1,641.85,641.85,299.58,0.0
O00003530,C999993867056,P034,2024-09-29,,1,211.63,211.63,79.55,0.0
O00003531,C999993867056,P024,2024-09-26,,1,221.29,221.29,103.72,0.0
O00003532,C999993867045,P003,2024-04-23,,1,570.82,570.82,215.07,0.0
O00003533,C999993867045,P041,2024-05-28,,1,346.6,346.6,120.95,0.0
O00003534,C999993867045,P016,2023-08-06,,1,575.61,575.61,231.12,0.0
O00003535,C999993867045,P010,2023-08-05,,2,47.66,95.32,46.93,0.0
O00003536,C999993867045,P043,2023-01-07,,1,283.65,283.65,92.32,0.0
O00003537,C999993867045,P025,2023-11-16,,1,462.64,462.64,174.09,0.0
O00003538,C999993867045,P037,2023-11-13,,1,680.33,680.33,293.69,0.0
O00003539,C999993867045,P045,2023-07-27,,1,246.61,246.61,114.22,0.0
O00003540,C999993867045,P047,2024-07-19,,1,344.2,344.2,135.36,0.0
O00003541,C999993867045,P001,2023-10-29,,1,456.5,456.5,166.22,0.0
O00003542,C999993867045,P029,2024-07-27,,1,272.6,272.6,102.39,0.0
O00003543,C999993867045,P042,2024-08-25,,1,400.52,400.52,183.03,0.0
O00003544,C999993867045,P026,2024-05-06,,1,245.35,245.35,77.15,0.0
O00003545,C999993867045,P002,2023-01-15,,1,514.49,514.49,237.35,0.0
O00003546,C999993867045,P016,2024-03-11,,1,545.45,545.45,211.74,0.0
O00003547,C999993831642,P037,2023-03-09,,1,905.07,905.07,287.73,0.0
O00003548,C999993831642,P032,2024-03-30,,1,816.85,816.85,249.91,0.0
O00003549,C999993831642,P025,2023-11-24,,1,447.65,447.65,172.43,0.0
O00003550,C999993831642,P011,2024-03-30,,1,541.96,541.96,211.7,0.0
O00003551,C999993831642,P029,2023-05-01,,1,333.34,333.34,147.47,0.0
O00003552,C999993831642,P024,2024-07-26,,1,161.96,161.96,78.92,0.0
