客户ID,Recency,Frequency,Monetary,平均订单金额,产品多样性,活动参与次数,R_Score,F_Score,M_Score,RFM_Score,RFM_Total
C999993858246,186,3,701.4499999999999,233.81666666666663,3,1.0,1,1,1,111,3
C999993858257,12,15,7171.54,478.10266666666666,14,3.0,4,3,4,434,11
C999993858268,4,20,11325.369999999999,566.2684999999999,17,2.0,4,4,4,444,12
C999993858279,49,6,2660.61,443.435,6,1.0,3,1,2,312,6
C999993858280,0,6,3095.37,515.895,6,0.0,4,1,2,412,7
C999993858291,3,9,4405.88,489.5422222222222,8,0.0,4,2,3,423,9
C999993858304,9,20,10041.25,502.0625,17,5.0,4,4,4,444,12
C999993858315,182,3,369.25,123.08333333333333,3,1.0,1,1,1,111,3
C999993858326,105,6,4647.45,774.5749999999999,5,1.0,2,1,3,213,6
C999993858337,8,15,6266.46,417.764,15,2.0,4,3,4,434,11
C999993858348,47,12,4185.83,348.81916666666666,11,3.0,3,3,3,333,9
C999993858359,21,9,6407.0199999999995,711.8911111111111,8,1.0,4,2,4,424,10
C999993858360,11,18,9777.9,543.2166666666667,16,1.0,4,4,4,444,12
C999993858371,25,6,4007.65,667.9416666666667,4,0.0,3,1,3,313,7
C999993858382,72,6,4819.79,803.2983333333333,5,2.0,2,1,3,213,6
C999993858393,96,6,3148.84,524.8066666666667,6,1.0,2,1,2,212,5
C999993858406,28,6,4428.55,738.0916666666667,6,0.0,3,1,3,313,7
C999993858417,272,6,2989.27,498.21166666666664,5,2.0,1,1,2,112,4
C999993858428,21,6,3301.72,550.2866666666666,6,1.0,4,1,2,412,7
C999993858439,19,6,3328.4,554.7333333333333,6,1.0,4,1,2,412,7
C999993858440,18,6,3750.63,625.105,6,1.0,4,1,3,413,8
C999993858451,153,6,3876.9,646.15,6,1.0,1,1,3,113,5
C999993858462,7,12,4623.21,385.2675,12,1.0,4,3,3,433,10
C999993858473,35,15,9058.37,603.8913333333334,15,2.0,3,3,4,334,10
C999993858484,99,6,3291.08,548.5133333333333,6,2.0,2,1,2,212,5
C999993858495,114,9,6112.62,679.18,8,0.0,2,2,4,224,8
C999993858508,53,3,1352.08,450.6933333333333,3,0.0,3,1,1,311,5
C999993858519,41,15,7288.32,485.888,13,0.0,3,3,4,334,10
C999993858520,20,20,10172.44,508.622,18,4.0,4,4,4,444,12
C999993858531,22,6,1317.08,219.51333333333332,6,1.0,3,1,1,311,5
C999993858542,54,6,2561.9,426.98333333333335,6,2.0,2,1,2,212,5
C999993858553,32,9,4016.9900000000002,446.33222222222224,9,1.0,3,2,3,323,8
C999993858564,26,20,10899.62,544.981,16,1.0,3,4,4,344,11
C999993858575,58,3,2510.75,836.9166666666666,3,0.0,2,1,2,212,5
C999993858586,44,6,2865.76,477.6266666666667,6,1.0,3,1,2,312,6
C999993858597,3,15,7936.37,529.0913333333333,13,4.0,4,3,4,434,11
C999993858609,17,12,7201.2,600.1,12,1.0,4,3,4,434,11
C999993858610,22,9,6142.7,682.5222222222222,9,1.0,3,2,4,324,9
C999993858621,21,18,9082.29,504.5716666666667,17,4.0,4,4,4,444,12
C999993858632,83,6,4156.36,692.7266666666666,6,0.0,2,1,3,213,6
C999993858643,215,6,2983.67,497.27833333333336,6,0.0,1,1,2,112,4
C999993858654,44,6,2250.56,375.0933333333333,6,4.0,3,1,1,311,5
C999993858665,61,6,2484.56,414.0933333333333,6,0.0,2,1,2,212,5
C999993858676,189,6,3632.84,605.4733333333334,6,0.0,1,1,2,112,4
C999993858687,14,6,4001.6600000000003,666.9433333333334,6,0.0,4,1,3,413,8
C999993858698,102,6,3143.16,523.86,6,1.0,2,1,2,212,5
C999993858701,160,6,3992.0,665.3333333333334,5,0.0,1,1,3,113,5
C999993858712,287,6,2517.95,419.6583333333333,5,3.0,1,1,2,112,4
C999993858723,99,6,2101.02,350.17,6,2.0,2,1,1,211,4
C999993858734,39,6,2381.03,396.83833333333337,6,1.0,3,1,2,312,6
C999993858745,4,12,7779.12,648.26,9,1.0,4,3,4,434,11
C999993858756,49,15,7463.72,497.58133333333336,14,2.0,3,3,4,334,10
C999993858767,14,6,4260.95,710.1583333333333,6,3.0,4,1,3,413,8
C999993858778,76,9,4556.09,506.2322222222222,9,1.0,2,2,3,223,7
C999993858789,372,3,2050.48,683.4933333333333,3,0.0,1,1,1,111,3
C999993858790,7,15,8457.39,563.8259999999999,12,1.0,4,3,4,434,11
C999993858803,64,20,8474.56,423.72799999999995,16,1.0,2,4,4,244,10
C999993858814,28,6,4561.099999999999,760.1833333333333,6,1.0,3,1,3,313,7
C999993858825,154,6,3233.38,538.8966666666666,6,1.0,1,1,2,112,4
C999993858836,14,9,5915.51,657.2788888888889,7,1.0,4,2,4,424,10
C999993858847,65,20,8020.15,401.0075,15,0.0,2,4,4,244,10
C999993858858,84,3,598.22,199.40666666666667,3,0.0,2,1,1,211,4
C999993858869,53,6,2645.46,440.91,6,1.0,3,1,2,312,6
C999993858870,14,15,8985.35,599.0233333333333,13,2.0,4,3,4,434,11
C999993858881,48,12,8917.72,743.1433333333333,10,1.0,3,3,4,334,10
C999993858892,28,9,4676.57,519.6188888888888,9,0.0,3,2,3,323,8
C999993858905,4,18,5460.900000000001,303.3833333333334,15,1.0,4,4,3,443,11
C999993858916,141,6,2097.95,349.6583333333333,5,3.0,1,1,1,111,3
C999993858927,52,6,1800.75,300.125,6,0.0,3,1,1,311,5
C999993858938,46,3,1162.94,387.6466666666667,3,0.0,3,1,1,311,5
C999993858949,42,3,1644.27,548.09,3,0.0,3,1,1,311,5
C999993858950,17,3,1820.6599999999999,606.8866666666667,3,1.0,4,1,1,411,6
C999993858961,323,3,1434.32,478.1066666666666,3,2.0,1,1,1,111,3
C999993858972,17,3,1404.8600000000001,468.2866666666667,3,0.0,4,1,1,411,6
C999993858983,60,3,868.92,289.64,3,0.0,2,1,1,211,4
C999993858994,108,3,2981.8500000000004,993.9500000000002,3,0.0,2,1,2,212,5
C999993859001,305,3,2021.18,673.7266666666667,3,0.0,1,1,1,111,3
C999993859012,16,12,6835.7699999999995,569.6474999999999,10,0.0,4,3,4,434,11
C999993859023,117,15,8985.92,599.0613333333333,13,0.0,1,3,4,134,8
C999993859034,20,6,2539.5699999999997,423.2616666666666,6,1.0,4,1,2,412,7
C999993859045,24,9,5689.21,632.1344444444444,9,2.0,3,2,3,323,8
C999993859056,16,3,782.1,260.7,3,1.0,4,1,1,411,6
C999993859067,20,15,7298.24,486.5493333333333,14,4.0,4,3,4,434,11
C999993859078,5,20,11930.01,596.5005,17,1.0,4,4,4,444,12
C999993859089,7,6,2043.98,340.66333333333336,6,0.0,4,1,1,411,6
C999993859090,242,6,2381.67,396.945,6,1.0,1,1,2,112,4
C999993859103,20,9,4898.2,544.2444444444444,8,0.0,4,2,3,423,9
C999993859114,35,20,10114.98,505.74899999999997,17,7.0,3,4,4,344,11
C999993859125,89,3,998.72,332.9066666666667,3,0.0,2,1,1,211,4
C999993859136,23,6,2771.48,461.91333333333336,6,0.0,3,1,2,312,6
C999993859147,43,15,5603.04,373.536,14,4.0,3,3,3,333,9
C999993859158,36,12,7859.78,654.9816666666667,11,1.0,3,3,4,334,10
C999993859169,54,9,3605.35,400.59444444444443,9,1.0,2,2,2,222,6
C999993859170,2,18,6639.59,368.86611111111114,15,4.0,4,4,4,444,12
C999993859181,162,6,3158.98,526.4966666666667,6,0.0,1,1,2,112,4
C999993859192,62,3,558.33,186.11,3,2.0,2,1,1,211,4
C999993859205,360,3,1238.41,412.80333333333334,3,0.0,1,1,1,111,3
C999993859216,1,3,1030.15,343.3833333333334,2,0.0,4,1,1,411,6
C999993859227,140,3,1053.96,351.32,3,0.0,1,1,1,111,3
C999993859238,140,3,1569.6799999999998,523.2266666666666,3,0.0,1,1,1,111,3
C999993859249,356,3,2254.67,751.5566666666667,3,1.0,1,1,1,111,3
C999993859250,236,3,1126.03,375.3433333333333,3,0.0,1,1,1,111,3
C999993859261,36,12,5925.84,493.82,11,1.0,3,3,4,334,10
C999993859272,7,15,9175.07,611.6713333333333,13,1.0,4,3,4,434,11
C999993859283,80,6,2184.6099999999997,364.10166666666663,6,1.0,2,1,1,211,4
C999993859294,15,9,6779.03,753.2255555555555,8,0.0,4,2,4,424,10
C999993859307,205,3,2058.61,686.2033333333334,3,2.0,1,1,1,111,3
C999993859318,76,15,8454.54,563.6360000000001,15,3.0,2,3,4,234,9
C999993859329,50,20,8168.42,408.421,17,2.0,3,4,4,344,11
C999993859330,4,6,2278.77,379.795,6,0.0,4,1,1,411,6
C999993859341,167,6,1673.0700000000002,278.845,6,1.0,1,1,1,111,3
C999993859352,17,9,4655.0599999999995,517.2288888888888,9,0.0,4,2,3,423,9
C999993859363,42,20,11161.12,558.056,15,1.0,3,4,4,344,11
C999993859374,171,3,832.04,277.34666666666664,3,0.0,1,1,1,111,3
C999993859385,31,6,2547.85,424.64166666666665,5,0.0,3,1,2,312,6
C999993859396,35,15,8828.07,588.538,14,3.0,3,3,4,334,10
C999993859409,4,12,5141.9,428.4916666666666,12,1.0,4,3,3,433,10
C999993859410,67,9,3281.12,364.56888888888886,8,0.0,2,2,2,222,6
C999993859421,4,18,8561.65,475.6472222222222,13,6.0,4,4,4,444,12
C999993859432,55,6,2369.0099999999998,394.835,5,0.0,2,1,1,211,4
C999993859443,21,6,4451.22,741.87,6,0.0,4,1,3,413,8
C999993859454,59,6,2170.69,361.7816666666667,6,0.0,2,1,1,211,4
C999993859465,146,6,3812.21,635.3683333333333,5,3.0,1,1,3,113,5
C999993859476,174,6,3773.8099999999995,628.9683333333332,6,1.0,1,1,3,113,5
C999993859487,37,6,4979.65,829.9416666666666,5,0.0,3,1,3,313,7
C999993859498,38,6,5311.24,885.2066666666666,5,0.0,3,1,3,313,7
C999993859501,173,6,3794.71,632.4516666666667,6,1.0,1,1,3,113,5
C999993859512,43,6,1938.95,323.15833333333336,6,0.0,3,1,1,311,5
C999993859523,14,12,5378.34,448.195,12,2.0,4,3,3,433,10
C999993859534,43,15,5391.09,359.406,14,1.0,3,3,3,333,9
C999993859545,145,6,2996.5499999999997,499.42499999999995,6,1.0,1,1,2,112,4
C999993859556,65,9,5048.38,560.9311111111111,7,2.0,2,2,3,223,7
C999993859567,227,3,1338.56,446.18666666666667,3,0.0,1,1,1,111,3
C999993859578,55,15,6602.31,440.15400000000005,12,1.0,2,3,4,234,9
C999993859589,43,20,6563.09,328.1545,15,5.0,3,4,4,344,11
C999993859590,133,6,3181.69,530.2816666666666,6,2.0,1,1,2,112,4
C999993859602,14,6,3353.38,558.8966666666666,5,0.0,4,1,2,412,7
C999993859613,12,9,5970.139999999999,663.3488888888888,8,0.0,4,2,4,424,10
C999993859624,41,20,11690.23,584.5115,16,3.0,3,4,4,344,11
C999993859635,2,3,835.08,278.36,2,0.0,4,1,1,411,6
C999993859646,109,6,2027.5,337.9166666666667,6,2.0,2,1,1,211,4
C999993859657,26,15,8650.91,576.7273333333334,12,2.0,3,3,4,334,10
C999993859668,42,12,5837.280000000001,486.44000000000005,11,4.0,3,3,3,333,9
C999993859679,22,9,6712.76,745.8622222222223,9,0.0,3,2,4,324,9
C999993859680,26,18,10919.88,606.66,14,1.0,3,4,4,344,11
C999993859691,107,6,2535.64,422.6066666666666,5,2.0,2,1,2,212,5
C999993859704,53,6,3555.7,592.6166666666667,6,1.0,3,1,2,312,6
C999993859715,66,6,2778.2999999999997,463.04999999999995,4,2.0,2,1,2,212,5
C999993859726,160,6,2441.94,406.99,6,0.0,1,1,2,112,4
C999993859737,200,6,3427.0,571.1666666666666,6,0.0,1,1,2,112,4
C999993859748,87,6,2066.05,344.3416666666667,6,0.0,2,1,1,211,4
C999993859759,38,6,2616.65,436.10833333333335,6,1.0,3,1,2,312,6
C999993859760,98,12,7061.74,588.4783333333334,12,2.0,2,3,4,234,9
C999993859771,47,15,9646.07,643.0713333333333,12,1.0,3,3,4,334,10
C999993859782,32,6,3802.3399999999997,633.7233333333332,4,0.0,3,1,3,313,7
C999993859793,27,9,4049.9500000000003,449.99444444444447,8,2.0,3,2,3,323,8
C999993859806,3,3,2302.87,767.6233333333333,3,0.0,4,1,1,411,6
C999993859817,11,15,6903.7300000000005,460.2486666666667,15,3.0,4,3,4,434,11
C999993859828,39,20,9439.02,471.951,17,4.0,3,4,4,344,11
C999993859839,32,6,2202.99,367.16499999999996,5,1.0,3,1,1,311,5
C999993859840,86,6,3042.52,507.08666666666664,5,1.0,2,1,2,212,5
C999993859851,118,9,3558.3,395.3666666666667,9,2.0,1,2,2,122,5
C999993859862,51,20,9886.31,494.3155,17,3.0,3,4,4,344,11
C999993859873,308,3,2104.71,701.57,2,0.0,1,1,1,111,3
C999993859884,99,6,2650.33,441.72166666666664,5,1.0,2,1,2,212,5
C999993859895,112,15,6301.8,420.12,13,3.0,2,3,4,234,9
C999993859908,54,12,6040.82,503.40166666666664,9,1.0,2,3,4,234,9
C999993859919,1,9,5383.54,598.1711111111111,7,1.0,4,2,3,423,9
C999993859920,75,18,10367.210000000001,575.9561111111111,16,1.0,2,4,4,244,10
C999993859931,173,6,1464.95,244.15833333333333,6,1.0,1,1,1,111,3
C999993859942,97,6,3074.2,512.3666666666667,6,2.0,2,1,2,212,5
C999993859953,75,6,2767.95,461.325,5,1.0,2,1,2,212,5
C999993859964,11,6,3357.7,559.6166666666667,6,2.0,4,1,2,412,7
C999993859975,25,6,3231.66,538.61,6,1.0,3,1,2,312,6
C999993859986,173,6,3153.2400000000002,525.5400000000001,5,0.0,1,1,2,112,4
C999993859997,21,6,1754.35,292.39166666666665,6,0.0,4,1,1,411,6
C999993860005,92,6,3568.81,594.8016666666666,6,0.0,2,1,2,212,5
C999993860016,175,6,4725.95,787.6583333333333,6,0.0,1,1,3,113,5
C999993860027,40,12,5877.360000000001,489.78000000000003,11,2.0,3,3,3,333,9
C999993860038,18,15,5633.23,375.54866666666663,13,1.0,4,3,3,433,10
C999993860049,84,6,4335.36,722.56,5,2.0,2,1,3,213,6
C999993860050,124,9,5864.94,651.66,9,1.0,1,2,3,123,6
C999993860061,580,3,1161.96,387.32,3,0.0,1,1,1,111,3
C999993860072,2,15,9084.87,605.658,13,2.0,4,3,4,434,11
C999993860083,23,20,10336.65,516.8325,16,4.0,3,4,4,344,11
C999993860094,64,6,2525.29,420.88166666666666,6,1.0,2,1,2,212,5
C999993860107,155,6,3387.16,564.5266666666666,6,3.0,1,1,2,112,4
C999993860118,48,9,5369.47,596.6077777777778,6,0.0,3,2,3,323,8
C999993860129,16,20,9488.32,474.416,17,3.0,4,4,4,444,12
C999993860130,13,3,1753.15,584.3833333333333,3,0.0,4,1,1,411,6
C999993860141,5,6,1904.3899999999999,317.3983333333333,5,0.0,4,1,1,411,6
C999993860152,58,15,9575.07,638.338,12,1.0,2,3,4,234,9
C999993860163,28,12,6534.05,544.5041666666667,11,1.0,3,3,4,334,10
C999993860174,23,9,6504.33,722.7033333333334,7,2.0,3,2,4,324,9
C999993860185,1,18,7363.3,409.07222222222225,13,1.0,4,4,4,444,12
C999993860196,25,6,1870.72,311.7866666666667,6,1.0,3,1,1,311,5
C999993860209,20,9,7453.72,828.1911111111111,8,2.0,4,2,4,424,10
C999993860210,29,9,4189.06,465.4511111111112,9,0.0,3,2,3,323,8
C999993860221,251,9,3521.23,391.2477777777778,7,1.0,1,2,2,122,5
C999993860232,163,9,4004.49,444.9433333333333,9,2.0,1,2,3,123,6
C999993860243,67,9,3186.81,354.09,9,0.0,2,2,2,222,6
C999993860254,48,12,6201.4,516.7833333333333,11,2.0,3,3,4,334,10
C999993860265,62,15,6986.11,465.74066666666664,12,4.0,2,3,4,234,9
C999993860276,191,6,1402.81,233.80166666666665,5,1.0,1,1,1,111,3
C999993860287,52,9,4446.61,494.06777777777774,6,3.0,3,2,3,323,8
C999993860298,23,3,690.9200000000001,230.3066666666667,3,0.0,3,1,1,311,5
C999993860301,66,15,9328.64,621.9093333333333,12,0.0,2,3,4,234,9
C999993860312,47,20,7919.25,395.9625,16,4.0,3,4,4,344,11
C999993860323,139,6,3494.33,582.3883333333333,6,0.0,1,1,2,112,4
C999993860334,45,6,4744.13,790.6883333333334,6,2.0,3,1,3,313,7
C999993860345,6,9,6181.990000000001,686.8877777777778,9,0.0,4,2,4,424,10
C999993860356,45,20,9728.31,486.41549999999995,15,4.0,3,4,4,344,11
C999993860367,394,3,2485.31,828.4366666666666,3,0.0,1,1,2,112,4
C999993860378,188,6,4092.05,682.0083333333333,6,2.0,1,1,3,113,5
C999993860389,83,15,9228.82,615.2546666666666,13,1.0,2,3,4,234,9
C999993860390,135,12,5417.54,451.46166666666664,12,3.0,1,3,3,133,7
C999993860403,160,9,5661.96,629.1066666666667,8,0.0,1,2,3,123,6
C999993860414,56,18,8430.9,468.3833333333333,17,2.0,2,4,4,244,10
C999993860425,41,6,1569.52,261.58666666666664,6,2.0,3,1,1,311,5
C999993860436,164,9,7319.33,813.2588888888889,8,1.0,1,2,4,124,7
C999993860447,34,9,4521.1,502.3444444444445,9,2.0,3,2,3,323,8
C999993860458,59,9,7117.11,790.79,8,0.0,2,2,4,224,8
C999993860469,75,9,5484.18,609.3533333333334,8,2.0,2,2,3,223,7
C999993860470,70,9,4411.72,490.1911111111111,7,1.0,2,2,3,223,7
C999993860481,11,9,5667.66,629.74,9,1.0,4,2,3,423,9
C999993860492,169,9,4858.31,539.8122222222223,9,2.0,1,2,3,123,6
C999993860505,12,9,4875.38,541.7088888888889,9,0.0,4,2,3,423,9
C999993860516,1,12,5994.26,499.5216666666667,10,3.0,4,3,4,434,11
C999993860527,29,15,9513.460000000001,634.2306666666667,12,0.0,3,3,4,334,10
C999993860538,241,6,3159.3,526.5500000000001,6,0.0,1,1,2,112,4
C999993860549,42,9,4227.46,469.71777777777777,8,0.0,3,2,3,323,8
C999993860550,217,3,472.12,157.37333333333333,3,0.0,1,1,1,111,3
C999993860561,42,15,5787.01,385.8006666666667,15,1.0,3,3,3,333,9
C999993860572,2,20,11052.039999999999,552.602,17,3.0,4,4,4,444,12
C999993860583,6,6,3046.57,507.7616666666667,6,1.0,4,1,2,412,7
C999993860594,55,6,2980.55,496.7583333333334,6,1.0,2,1,2,212,5
C999993860606,85,9,8783.09,975.8988888888889,8,0.0,2,2,4,224,8
C999993860617,5,20,8716.56,435.828,17,4.0,4,4,4,444,12
C999993860628,123,3,1419.86,473.28666666666663,3,0.0,1,1,1,111,3
C999993860639,22,6,2184.12,364.02,6,1.0,3,1,1,311,5
C999993860640,2,15,9831.26,655.4173333333333,13,2.0,4,3,4,434,11
C999993860651,64,12,5901.81,491.81750000000005,11,1.0,2,3,4,234,9
C999993860662,165,9,3870.5299999999997,430.0588888888889,8,0.0,1,2,3,123,6
C999993860673,33,18,7605.04,422.5022222222222,15,2.0,3,4,4,344,11
C999993860684,63,6,2835.46,472.57666666666665,6,1.0,2,1,2,212,5
C999993860695,50,12,6668.96,555.7466666666667,12,2.0,3,3,4,334,10
C999993860708,17,12,6076.36,506.3633333333333,12,1.0,4,3,4,434,11
C999993860719,28,12,5890.87,490.9058333333333,12,1.0,3,3,3,333,9
C999993860720,47,12,5804.77,483.73083333333335,8,1.0,3,3,3,333,9
C999993860731,15,12,3794.67,316.2225,10,0.0,4,3,3,433,10
C999993860742,6,12,4854.98,404.58166666666665,10,1.0,4,3,3,433,10
C999993860753,27,12,7158.46,596.5383333333333,11,0.0,3,3,4,334,10
C999993860764,40,12,5519.25,459.9375,10,1.0,3,3,3,333,9
C999993860775,13,15,9029.54,601.9693333333333,14,1.0,4,3,4,434,11
C999993860786,202,6,3511.77,585.295,6,3.0,1,1,2,112,4
C999993860797,41,9,4474.06,497.1177777777778,9,0.0,3,2,3,323,8
C999993860800,22,3,2035.6799999999998,678.56,3,1.0,3,1,1,311,5
C999993860811,17,15,5877.139999999999,391.8093333333333,14,3.0,4,3,3,433,10
C999993860822,18,20,9160.41,458.02049999999997,16,1.0,4,4,4,444,12
C999993860833,12,6,4911.7300000000005,818.6216666666668,6,0.0,4,1,3,413,8
C999993860844,32,6,5702.8,950.4666666666667,6,2.0,3,1,3,313,7
C999993860855,32,9,3901.1299999999997,433.45888888888885,9,1.0,3,2,3,323,8
C999993860866,17,20,9593.21,479.66049999999996,18,2.0,4,4,4,444,12
C999993860877,182,3,1728.69,576.23,3,0.0,1,1,1,111,3
C999993860888,28,6,1676.52,279.42,6,0.0,3,1,1,311,5
C999993860899,41,15,7184.63,478.97533333333337,15,1.0,3,3,4,334,10
C999993860902,58,12,5034.55,419.54583333333335,11,2.0,2,3,3,233,8
C999993860913,37,9,4479.16,497.6844444444444,9,2.0,3,2,3,323,8
C999993860924,60,18,9436.42,524.2455555555556,16,0.0,2,4,4,244,10
C999993860935,4,6,3811.6499999999996,635.275,6,0.0,4,1,3,413,8
C999993860946,2,9,4713.77,523.7522222222223,8,1.0,4,2,3,423,9
C999993860957,5,20,8067.78,403.389,17,3.0,4,4,4,444,12
C999993860968,540,3,3444.67,1148.2233333333334,3,1.0,1,1,2,112,4
C999993860979,15,6,4231.75,705.2916666666666,6,0.0,4,1,3,413,8
C999993860980,11,15,9045.96,603.064,13,2.0,4,3,4,434,11
C999993860991,28,12,8426.64,702.2199999999999,10,3.0,3,3,4,334,10
C999993861009,97,9,5950.86,661.2066666666666,9,0.0,2,2,4,224,8
C999993861010,63,18,6900.43,383.3572222222222,15,3.0,2,4,4,244,10
C999993861021,69,6,2875.42,479.2366666666667,6,1.0,2,1,2,212,5
C999993861032,20,9,2597.21,288.5788888888889,9,1.0,4,2,2,422,8
C999993861043,102,3,1180.48,393.49333333333334,3,0.0,2,1,1,211,4
C999993861054,94,15,7100.41,473.36066666666665,15,3.0,2,3,4,234,9
C999993861065,4,20,8650.81,432.54049999999995,19,2.0,4,4,4,444,12
C999993861076,23,6,4903.85,817.3083333333334,6,0.0,3,1,3,313,7
C999993861087,91,6,3245.33,540.8883333333333,4,1.0,2,1,2,212,5
C999993861098,39,9,6673.950000000001,741.5500000000001,9,0.0,3,2,4,324,9
C999993861101,9,20,9154.84,457.742,18,2.0,4,4,4,444,12
C999993861112,74,3,1356.35,452.1166666666666,3,0.0,2,1,1,211,4
C999993861123,29,6,3098.0,516.3333333333334,5,0.0,3,1,2,312,6
C999993861134,8,15,7626.4800000000005,508.432,15,3.0,4,3,4,434,11
C999993861145,121,12,5496.08,458.00666666666666,10,0.0,1,3,3,133,7
C999993861156,8,9,2914.8900000000003,323.8766666666667,9,1.0,4,2,2,422,8
C999993861167,26,18,9913.51,550.7505555555556,13,4.0,3,4,4,344,11
C999993861178,45,6,3809.51,634.9183333333334,6,0.0,3,1,3,313,7
C999993861189,41,9,5086.04,565.1155555555556,8,2.0,3,2,3,323,8
C999993861190,21,9,3450.19,383.3544444444444,8,0.0,4,2,2,422,8
C999993861203,6,9,5730.27,636.6966666666667,7,0.0,4,2,3,423,9
C999993861214,28,9,3351.96,372.44,8,1.0,3,2,2,322,7
C999993861225,7,9,2373.21,263.69,9,2.0,4,2,2,422,8
C999993861236,47,12,6653.24,554.4366666666666,10,3.0,3,3,4,334,10
C999993861247,36,15,8394.050000000001,559.6033333333334,14,3.0,3,3,4,334,10
C999993861258,24,6,2652.43,442.07166666666666,6,0.0,3,1,2,312,6
C999993861269,94,9,5819.349999999999,646.5944444444444,8,1.0,2,2,3,223,7
C999993861270,389,3,1162.8899999999999,387.62999999999994,2,0.0,1,1,1,111,3
C999993861281,10,15,7220.45,481.36333333333334,14,2.0,4,3,4,434,11
C999993861292,23,20,10325.82,516.2909999999999,19,2.0,3,4,4,344,11
C999993861305,32,6,1119.17,186.52833333333334,5,0.0,3,1,1,311,5
C999993861316,141,6,3568.81,594.8016666666666,6,2.0,1,1,2,112,4
C999993861327,37,9,3673.5299999999997,408.16999999999996,9,3.0,3,2,3,323,8
C999993861338,36,20,10377.57,518.8785,16,2.0,3,4,4,344,11
C999993861349,345,3,1570.0,523.3333333333334,3,0.0,1,1,1,111,3
C999993861350,15,6,2547.54,424.59,6,0.0,4,1,2,412,7
C999993861361,45,15,10857.6,723.84,12,1.0,3,3,4,334,10
C999993861372,28,12,7194.67,599.5558333333333,11,1.0,3,3,4,334,10
C999993861383,7,9,4766.7,529.6333333333333,9,1.0,4,2,3,423,9
C999993861394,21,18,12473.11,692.9505555555556,16,2.0,4,4,4,444,12
C999993861407,46,6,2698.85,449.80833333333334,6,1.0,3,1,2,312,6
C999993861418,160,9,5068.87,563.2077777777778,9,2.0,1,2,3,123,6
C999993861429,51,9,4669.51,518.8344444444444,9,1.0,3,2,3,323,8
C999993861430,102,3,1776.4,592.1333333333333,3,0.0,2,1,1,211,4
C999993861441,0,15,8347.54,556.5026666666668,15,1.0,4,3,4,434,11
C999993861452,5,20,7760.05,388.0025,19,1.0,4,4,4,444,12
C999993861463,44,6,2064.29,344.04833333333335,6,1.0,3,1,1,311,5
C999993861474,166,6,2774.96,462.49333333333334,5,2.0,1,1,2,112,4
C999993861485,106,9,4211.98,467.99777777777774,9,1.0,2,2,3,223,7
C999993861496,10,20,11227.21,561.3605,17,4.0,4,4,4,444,12
C999993861509,8,3,827.92,275.9733333333333,3,0.0,4,1,1,411,6
C999993861510,68,6,2458.96,409.82666666666665,6,0.0,2,1,2,212,5
C999993861521,47,15,6980.47,465.36466666666666,15,0.0,3,3,4,334,10
C999993861532,7,12,4818.29,401.52416666666664,10,2.0,4,3,3,433,10
C999993861543,213,9,3657.1499999999996,406.34999999999997,9,2.0,1,2,3,123,6
C999993861565,10,6,3473.94,578.99,6,0.0,4,1,2,412,7
C999993861576,69,9,5266.48,585.1644444444444,9,0.0,2,2,3,223,7
C999993861587,111,9,4341.48,482.3866666666666,9,1.0,2,2,3,223,7
C999993861598,46,9,3898.67,433.18555555555554,9,3.0,3,2,3,323,8
C999993861600,4,9,3593.4100000000003,399.26777777777784,8,2.0,4,2,2,422,8
C999993861611,59,9,4125.02,458.33555555555563,9,1.0,2,2,3,223,7
C999993861622,98,12,3657.06,304.755,11,5.0,2,3,3,233,8
C999993861633,104,15,5404.39,360.29266666666666,13,4.0,2,3,3,233,8
C999993861644,21,6,2275.56,379.26,6,2.0,4,1,1,411,6
