客户ID,客户姓名,性别,年龄,婚姻状态,城市,教育程度,会员等级,个人年收入,工作年限,注册日期,Recency,Frequency,Monetary,平均订单金额,产品多样性,活动参与次数,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,客户生命周期
C999993871153,anon_S7055,男,23,已婚,广东,大专,D-风险客户,260530,3,2022-03-22,32,15,7925.35,528.3566666666667,13,2.0,3,3,4,334,10,922
C999993878284,anon_S7766,男,31,未婚,广西,初中及以下,D-风险客户,420000,8,2022-05-13,1,9,4102.5,455.8333333333333,8,0.0,4,2,3,423,9,870
C999993878308,anon_S7768,女,37,未婚,河南,初中及以下,D-风险客户,420000,16,2022-05-18,17,6,3024.9300000000003,504.15500000000003,6,2.0,4,1,2,412,7,865
C999993879265,anon_S7864,男,23,未婚,海南,大专,D-风险客户,449000,3,2022-07-03,115,20,10144.630000000001,507.23150000000004,14,3.0,2,4,4,244,10,819
C999993855278,anon_S5475,男,23,未婚,江苏,大专,D-风险客户,86700,3,2023-02-05,25,6,2806.43,467.7383333333333,4,2.0,3,1,2,312,6,602
C999993806536,anon_S616,女,49,未婚,北京,硕士及以上,D-风险客户,15680,24,2022-11-26,74,20,10128.83,506.4415,16,4.0,2,4,4,244,10,673
C999993809048,anon_S867,男,71,已婚,重庆,硕士及以上,D-风险客户,19075,46,2023-05-23,204,6,3159.1,526.5166666666667,5,2.0,1,1,2,112,4,495
C999993881912,anon_S8129,女,28,已婚,辽宁,高中,D-风险客户,495206,10,2022-03-10,31,12,5108.86,425.7383333333333,12,1.0,3,3,3,333,9,934
C999993881876,anon_S8125,男,28,未婚,广东,高中,D-风险客户,495206,10,2023-06-30,41,20,11261.69,563.0845,15,1.0,3,4,4,344,11,457
C999993878375,anon_S7775,男,22,已婚,天津,大专,D-风险客户,421000,2,2022-02-22,54,6,3061.87,510.31166666666667,6,1.0,2,1,2,212,5,950
C999993855711,anon_S5519,男,26,未婚,贵州,本科,D-风险客户,90000,3,2023-03-26,189,3,1765.6100000000001,588.5366666666667,3,1.0,1,1,1,111,3,553
C999993855700,anon_S5518,男,26,未婚,贵州,本科,D-风险客户,90000,3,2022-07-24,54,20,11465.45,573.2725,15,2.0,2,4,4,244,10,798
C999993814718,anon_S1434,女,49,未婚,广东,硕士及以上,D-风险客户,24113,24,2022-05-06,28,6,2856.61,476.1016666666667,6,1.0,3,1,2,312,6,877
C999993881649,anon_S8102,女,23,未婚,安徽,大专,D-风险客户,492080,3,2022-02-12,3,15,7382.51,492.1673333333334,14,1.0,4,3,4,434,11,960
C999993858484,anon_S5794,女,28,未婚,重庆,高中,D-风险客户,105000,10,2022-04-21,99,6,3291.08,548.5133333333333,6,2.0,2,1,2,212,5,892
C999993879061,anon_S7844,女,22,未婚,广西,本科,D-风险客户,440094,0,2023-10-25,13,15,11083.92,738.928,13,5.0,4,3,4,434,11,340
C999993881413,anon_S8079,女,22,已婚,福建,大专,D-风险客户,490000,2,2022-07-02,37,15,8330.369999999999,555.358,13,1.0,3,3,4,334,10,820
C999993881388,anon_S8076,女,28,未婚,安徽,高中,D-风险客户,486300,10,2022-04-05,4,20,10238.53,511.92650000000003,19,3.0,4,4,4,444,12,908
C999993870987,anon_S7038,男,20,未婚,天津,大专,D-风险客户,260050,0,2023-01-09,17,20,11794.83,589.7415,15,5.0,4,4,4,444,12,629
C999993855653,anon_S5513,男,26,已婚,四川,本科,D-风险客户,90000,3,2023-06-04,7,15,6878.84,458.58933333333334,12,2.0,4,3,4,434,11,483
C999993850789,anon_S5031,男,21,未婚,浙江,高中,D-风险客户,74500,3,2022-12-26,39,9,4205.78,467.3088888888889,7,1.0,3,2,3,323,8,643
C999993881037,anon_S8041,女,23,未婚,四川,大专,D-风险客户,480005,3,2023-11-27,28,15,6216.65,414.4433333333333,14,3.0,3,3,4,334,10,307
C999993822785,anon_S2241,男,29,已婚,贵州,本科,D-风险客户,34000,6,2022-10-08,101,9,5970.76,663.4177777777778,9,1.0,2,2,4,224,8,722
C999993839346,anon_S3896,男,34,已婚,天津,硕士及以上,D-风险客户,53208,9,2022-07-14,114,9,2866.74,318.52666666666664,7,1.0,2,2,2,222,6,808
C999993870488,anon_S6988,男,22,已婚,上海,大专,D-风险客户,240000,2,2022-07-14,126,9,3852.92,428.1022222222222,8,3.0,1,2,3,123,6,808
C999993853677,anon_S5316,男,19,未婚,河北,高中,D-风险客户,79300,1,2023-10-29,355,6,4432.4,738.7333333333332,6,0.0,1,1,3,113,5,336
C999993823110,anon_S2274,男,34,未婚,北京,硕士及以上,D-风险客户,34461,9,2022-04-03,56,9,5489.02,609.8911111111112,8,1.0,2,2,3,223,7,910
C999993862581,anon_S6200,男,20,未婚,四川,初中及以下,D-风险客户,140050,12,2023-11-03,28,9,4868.23,540.9144444444444,8,0.0,3,2,3,323,8,331
C999993862592,anon_S6201,男,34,未婚,内蒙古,初中及以下,D-风险客户,140050,6,2022-03-02,112,3,1227.8200000000002,409.27333333333337,2,0.0,2,1,1,211,4,942
C999993853995,anon_S5348,男,19,离异,吉林,高中,D-风险客户,80000,1,2023-09-26,47,6,3560.98,593.4966666666667,6,2.0,3,1,2,312,6,369
C999993873933,anon_S7332,男,27,已婚,安徽,高中,D-风险客户,326080,9,2022-02-20,39,9,5540.91,615.6566666666666,8,1.0,3,2,3,323,8,952
C999993824078,anon_S2370,男,35,未婚,山东,硕士及以上,D-风险客户,36275,10,2023-02-07,31,15,6579.86,438.6573333333333,11,1.0,3,3,4,334,10,600
C999993869961,anon_S6937,男,27,未婚,广东,高中,D-风险客户,236000,9,2022-01-05,93,6,3480.0,580.0,6,2.0,2,1,2,212,5,998
C999993864226,anon_S6364,男,20,未婚,湖北,初中及以下,D-风险客户,155060,9,2023-04-11,49,6,4002.71,667.1183333333333,6,0.0,3,1,3,313,7,537
C999993864293,anon_S6371,女,34,已婚,贵州,高中,D-风险客户,155734,16,2023-08-27,36,6,3147.76,524.6266666666667,5,0.0,3,1,2,312,6,399
C999993864408,anon_S6382,男,20,未婚,江西,大专,D-风险客户,156000,0,2023-11-13,68,6,2096.83,349.47166666666664,5,2.0,2,1,1,211,4,321
C999993864599,anon_S6401,男,20,已婚,山东,初中及以下,D-风险客户,158000,24,2023-06-18,332,6,5878.36,979.7266666666666,6,0.0,1,1,3,113,5,469
C999993864747,anon_S6416,男,20,未婚,四川,大专,D-风险客户,160000,0,2023-02-09,37,6,3826.8199999999997,637.8033333333333,6,0.0,3,1,3,313,7,598
C999993873161,anon_S7255,男,22,未婚,吉林,本科,D-风险客户,305645,0,2023-05-28,112,6,2919.21,486.535,6,0.0,2,1,2,212,5,490
C999993873150,anon_S7254,男,22,未婚,浙江,本科,D-风险客户,305645,0,2023-10-07,3,3,1481.69,493.8966666666667,3,1.0,4,1,1,411,6,358
C999993873149,anon_S4273,男,25,离异,吉林,本科,D-风险客户,305645,2,2022-08-21,72,9,3709.96,412.21777777777777,9,0.0,2,2,3,223,7,770
C999993873138,anon_S7253,男,22,未婚,河北,本科,D-风险客户,305645,0,2023-06-08,55,6,5043.1,840.5166666666668,6,0.0,2,1,3,213,6,479
C999993873127,anon_S7252,男,26,未婚,天津,本科,D-风险客户,305200,3,2022-12-12,17,6,2337.75,389.625,6,0.0,4,1,1,411,6,657
C999993865275,anon_S6469,男,21,未婚,上海,大专,D-风险客户,167650,1,2022-02-15,9,20,6952.78,347.639,17,3.0,4,4,4,444,12,957
C999993865300,anon_S6472,男,20,未婚,广东,大专,D-风险客户,167650,0,2023-06-30,207,15,6198.86,413.2573333333333,14,5.0,1,3,4,134,8,457
C999993870046,anon_S6945,男,23,已婚,上海,大专,D-风险客户,238000,3,2022-03-19,91,9,4918.77,546.5300000000001,8,3.0,2,2,3,223,7,925
C999993865694,anon_S6511,女,20,未婚,上海,大专,D-风险客户,173553,0,2023-12-31,43,6,4028.93,671.4883333333333,5,0.0,3,1,3,313,7,273
C999993865876,anon_S6529,男,20,未婚,福建,大专,D-风险客户,174000,0,2022-03-14,47,12,4459.53,371.6275,10,6.0,3,3,3,333,9,930
C999993866074,anon_S6549,男,28,未婚,内蒙古,高中,D-风险客户,180000,10,2022-09-06,69,20,10611.09,530.5545,16,4.0,2,4,4,244,10,754
C999993867181,anon_S6660,男,36,已婚,江苏,初中及以下,D-风险客户,195000,11,2022-02-16,37,9,5158.77,573.1966666666667,9,1.0,3,2,3,323,8,956
C999993854354,anon_S5384,男,27,已婚,辽宁,初中及以下,D-风险客户,80660,16,2022-05-01,46,15,6894.18,459.612,15,2.0,3,3,4,334,10,882
C999993875034,anon_S7442,男,30,未婚,江西,高中,D-风险客户,347400,12,2022-08-02,44,6,3539.81,589.9683333333334,4,0.0,3,1,2,312,6,789
C999993870874,anon_S7027,男,27,已婚,北京,大专,D-风险客户,256000,7,2022-08-27,93,9,3261.12,362.34666666666664,8,1.0,2,2,2,222,6,764
C999993826280,anon_S2591,男,26,未婚,安徽,高中,D-风险客户,38000,8,2022-02-25,0,15,8339.52,555.9680000000001,12,0.0,4,3,4,434,11,947
C999993859884,anon_S5930,男,20,未婚,海南,初中及以下,D-风险客户,110000,15,2022-12-16,99,6,2650.33,441.72166666666664,5,1.0,2,1,2,212,5,653
C999993880500,anon_S7988,男,28,未婚,江西,大专,D-风险客户,470062,8,2022-04-17,13,3,1320.47,440.1566666666667,3,0.0,4,1,1,411,6,896
C999993877916,anon_S7729,男,20,未婚,湖北,初中及以下,D-风险客户,410005,17,2022-02-17,46,15,10816.94,721.1293333333334,14,1.0,3,3,4,334,10,955
C999993857479,anon_S5694,男,19,未婚,重庆,初中及以下,D-风险客户,100000,18,2023-07-27,24,6,2744.66,457.4433333333333,6,2.0,3,1,2,312,6,430
C999993859056,anon_S5848,女,25,已婚,山东,大专,D-风险客户,105000,5,2022-12-03,16,3,782.1,260.7,3,1.0,4,1,1,411,6,666
C999993867341,anon_S6676,男,36,未婚,黑龙江,初中及以下,D-风险客户,196000,10,2022-01-26,240,3,1913.77,637.9233333333333,3,1.0,1,1,1,111,3,977
C999993854570,anon_S5406,男,27,未婚,广东,本科,D-风险客户,82600,4,2022-09-14,12,9,6802.15,755.7944444444444,9,1.0,4,2,4,424,10,746
C999993880475,anon_S7985,女,28,未婚,浙江,大专,D-风险客户,469700,8,2022-01-08,25,3,1261.23,420.41,2,0.0,3,1,1,311,5,995
C999993879538,anon_S7891,男,29,未婚,安徽,初中及以下,D-风险客户,450000,9,2023-09-17,60,6,2950.32,491.72,6,0.0,2,1,2,212,5,378
C999993879606,anon_S7898,女,28,未婚,湖南,大专,D-风险客户,450000,8,2022-09-10,112,12,4478.15,373.1791666666666,11,1.0,2,3,3,233,8,750
C999993856827,anon_S5629,男,19,未婚,天津,初中及以下,D-风险客户,96000,17,2023-11-23,146,3,1130.6699999999998,376.88999999999993,3,2.0,1,1,1,111,3,311
C999993841232,anon_S4085,女,38,未婚,江西,硕士及以上,D-风险客户,56000,13,2023-12-20,198,6,2638.15,439.69166666666666,6,0.0,1,1,2,112,4,284
C999993860753,anon_S6017,女,26,未婚,贵州,大专,D-风险客户,120000,6,2022-10-30,27,12,7158.46,596.5383333333333,11,0.0,3,3,4,334,10,700
C999993876548,anon_S7592,男,30,离异,上海,高中,D-风险客户,390000,12,2023-10-01,99,9,3499.59,388.84333333333336,8,1.0,2,2,2,222,6,364
C999993828073,anon_S2770,男,33,已婚,广西,本科,D-风险客户,39188,10,2022-02-25,24,20,9379.68,468.98400000000004,16,6.0,3,4,4,344,11,947
C999993857253,anon_S5672,女,27,未婚,江苏,大专,D-风险客户,98000,7,2023-12-27,26,9,4130.27,458.91888888888894,9,0.0,3,2,3,323,8,277
C999993855165,anon_S5464,男,27,已婚,黑龙江,大专,D-风险客户,85880,7,2023-06-10,58,20,8254.119999999999,412.70599999999996,16,2.0,2,4,4,244,10,477
C999993843159,anon_S4275,男,30,已婚,河北,大专,D-风险客户,60000,10,2023-04-19,17,6,2378.79,396.465,6,0.0,4,1,2,412,7,529
C999993860719,anon_S6013,男,20,未婚,辽宁,初中及以下,D-风险客户,120000,16,2022-01-28,28,12,5890.87,490.9058333333333,12,1.0,3,3,3,333,9,975
C999993859737,anon_S5915,女,29,已婚,福建,高中,D-风险客户,110000,11,2022-03-19,200,6,3427.0,571.1666666666666,6,0.0,1,1,2,112,4,925
C999993879505,anon_S7888,男,28,未婚,广西,大专,D-风险客户,450000,8,2022-08-04,195,3,1141.63,380.54333333333335,2,1.0,1,1,1,111,3,787
C999993822774,anon_S2240,女,26,已婚,吉林,高中,D-风险客户,34000,8,2023-01-21,131,6,3691.2000000000003,615.2,6,0.0,1,1,3,113,5,617
C999993879492,anon_S7887,女,28,未婚,广西,大专,D-风险客户,450000,8,2022-12-31,49,9,4065.12,451.68,9,0.0,3,2,3,323,8,638
C999993878998,anon_S7837,女,28,离异,上海,大专,D-风险客户,439520,8,2023-10-28,31,20,8606.87,430.34350000000006,16,0.0,3,4,4,344,11,337
C999993868594,anon_S6800,男,47,未婚,河北,初中及以下,D-风险客户,215781,6,2023-06-10,2,6,4000.5899999999997,666.765,5,1.0,4,1,3,413,8,477
C999993843829,anon_S4342,女,39,已婚,贵州,硕士及以上,D-风险客户,60840,14,2023-11-30,152,6,3046.1,507.68333333333334,6,0.0,1,1,2,112,4,304
C999993856146,anon_S5561,男,20,未婚,辽宁,初中及以下,D-风险客户,92028,15,2022-11-08,4,15,7742.92,516.1946666666666,12,3.0,4,3,4,434,11,691
C999993855347,anon_S5482,男,28,已婚,湖北,本科,D-风险客户,87750,5,2022-01-07,151,12,4050.03,337.5025,10,1.0,1,3,3,133,7,996
C999993854875,anon_S5436,男,27,未婚,重庆,本科,D-风险客户,85000,4,2022-01-03,60,20,8434.9,421.745,16,2.0,2,4,4,244,10,1000
C999993827104,anon_S2673,女,35,未婚,重庆,本科,D-风险客户,38700,12,2023-09-15,64,9,6111.79,679.0877777777778,8,1.0,2,2,4,224,8,380
C999993854581,anon_S5407,男,27,未婚,天津,本科,D-风险客户,82600,4,2022-12-29,67,3,1314.16,438.05333333333334,3,1.0,2,1,1,211,4,640
C999993827115,anon_S2674,女,39,已婚,湖北,硕士及以上,D-风险客户,38700,14,2023-05-23,8,18,6330.45,351.69166666666666,16,1.0,4,4,4,444,12,495
C999993859704,anon_S5912,男,20,未婚,宁夏,初中及以下,D-风险客户,110000,17,2022-10-01,53,6,3555.7,592.6166666666667,6,1.0,3,1,2,312,6,729
C999993879458,anon_S7883,女,27,未婚,上海,大专,D-风险客户,450000,7,2023-05-21,190,6,2762.6400000000003,460.44000000000005,6,1.0,1,1,2,112,4,497
C999993863992,anon_S6341,男,32,未婚,黑龙江,大专,D-风险客户,153283,12,2022-01-15,18,15,8211.92,547.4613333333333,13,0.0,4,3,4,434,11,988
C999993874631,anon_S7402,男,30,未婚,广东,高中,D-风险客户,341000,12,2022-07-11,9,20,9165.38,458.26899999999995,18,3.0,4,4,4,444,12,811
C999993879436,anon_S7881,女,28,未婚,海南,大专,D-风险客户,450000,8,2023-09-23,184,6,3160.56,526.76,6,1.0,1,1,2,112,4,372
C999993879527,anon_S7890,男,31,离异,海南,初中及以下,D-风险客户,450000,11,2023-04-30,69,20,10553.35,527.6675,16,3.0,2,4,4,244,10,518
C999993868720,anon_S6813,女,32,未婚,黑龙江,初中及以下,D-风险客户,217458,9,2022-01-28,27,9,3166.5699999999997,351.8411111111111,8,1.0,3,2,2,322,7,975
C999993879425,anon_S7880,男,29,离异,甘肃,高中,D-风险客户,450000,11,2023-12-15,14,6,5165.4,860.9,6,0.0,4,1,3,413,8,289
C999993874642,anon_S7403,男,30,未婚,天津,高中,D-风险客户,341000,12,2022-02-08,12,6,4339.91,723.3183333333333,6,1.0,4,1,3,413,8,964
C999993870455,anon_S6985,女,28,未婚,广东,本科,D-风险客户,240000,5,2022-09-30,13,20,10652.21,532.6105,17,0.0,4,4,4,444,12,730
C999993877257,anon_S7663,女,27,未婚,吉林,大专,D-风险客户,400000,7,2022-08-19,149,12,7097.36,591.4466666666666,11,0.0,1,3,4,134,8,772
C999993857402,anon_S5687,男,23,未婚,山东,初中及以下,D-风险客户,100000,20,2022-03-27,8,12,6745.26,562.105,10,1.0,4,3,4,434,11,917
C999993871936,anon_S7133,男,39,已婚,湖北,初中及以下,D-风险客户,276000,12,2023-04-19,113,6,2753.6,458.93333333333334,6,0.0,2,1,2,212,5,529
C999993856883,anon_S5635,女,27,已婚,浙江,初中及以下,D-风险客户,96000,13,2022-05-06,22,15,7127.91,475.194,12,0.0,3,3,4,334,10,877
C999993822548,anon_S2217,男,33,离异,浙江,本科,D-风险客户,33600,10,2023-06-21,122,3,1710.77,570.2566666666667,3,0.0,1,1,1,111,3,466
C999993880894,anon_S8027,女,28,未婚,湖北,大专,D-风险客户,480000,8,2022-05-25,214,3,535.77,178.59,3,0.0,1,1,1,111,3,858
C999993856894,anon_S5636,男,27,未婚,青海,本科,D-风险客户,96000,4,2023-06-09,181,6,2565.36,427.56,6,1.0,1,1,2,112,4,478
C999993876184,anon_S7556,男,28,未婚,黑龙江,本科,D-风险客户,367483,5,2022-07-31,12,3,1239.99,413.33,3,1.0,4,1,1,411,6,791
C999993879345,anon_S7872,女,30,未婚,广西,高中,D-风险客户,449460,12,2022-01-25,34,12,6008.55,500.71250000000003,11,0.0,3,3,4,334,10,978
C999993879334,anon_S7871,女,26,未婚,湖南,大专,D-风险客户,449460,6,2023-08-03,17,15,7698.3,513.22,13,1.0,4,3,4,434,11,423
C999993857683,anon_S5715,男,33,未婚,浙江,初中及以下,D-风险客户,100080,9,2023-01-29,62,15,7953.69,530.246,14,3.0,2,3,4,234,9,609
C999993859613,anon_S5904,男,28,已婚,上海,大专,D-风险客户,110000,8,2022-03-08,12,9,5970.139999999999,663.3488888888888,8,0.0,4,2,4,424,10,936
C999993844335,anon_S4393,男,26,未婚,辽宁,高中,D-风险客户,63000,8,2022-08-21,56,9,5698.150000000001,633.1277777777779,7,0.0,2,2,3,223,7,770
C999993858111,anon_S5757,男,20,未婚,江苏,初中及以下,D-风险客户,105000,15,2022-04-19,11,6,3537.63,589.605,6,2.0,4,1,2,412,7,894
C999993870568,anon_S6996,男,28,离异,吉林,本科,D-风险客户,242051,5,2022-05-26,25,6,2666.98,444.49666666666667,6,2.0,3,1,2,312,6,857
C999993871175,anon_S7057,男,27,未婚,甘肃,大专,D-风险客户,260530,7,2022-04-21,154,9,3703.07,411.45222222222225,9,3.0,1,2,3,123,6,892
C999993868254,anon_S6766,男,20,未婚,陕西,初中及以下,D-风险客户,210000,13,2022-08-16,152,6,2282.15,380.35833333333335,6,0.0,1,1,1,111,3,775
C999993879083,anon_S7846,男,33,已婚,陕西,本科,D-风险客户,440094,10,2022-04-21,1,9,2630.59,292.2877777777778,9,1.0,4,2,2,422,8,892
C999993871164,anon_S7056,男,24,已婚,青海,初中及以下,D-风险客户,260530,16,2023-04-15,2,6,2317.3,386.2166666666667,5,0.0,4,1,1,411,6,533
C999993870353,anon_S6975,男,28,未婚,浙江,本科,D-风险客户,240000,5,2022-02-03,1,6,4217.610000000001,702.9350000000001,4,1.0,4,1,3,413,8,969
C999993876139,anon_S7551,男,26,未婚,海南,大专,D-风险客户,367483,6,2023-09-15,32,20,11851.73,592.5865,15,2.0,3,4,4,344,11,380
C999993859205,anon_S5863,男,29,已婚,天津,大专,D-风险客户,105000,9,2023-01-04,360,3,1238.41,412.80333333333334,3,0.0,1,1,1,111,3,634
C999993876151,anon_S7553,男,28,已婚,浙江,本科,D-风险客户,367483,5,2023-08-18,183,6,2423.94,403.99,6,1.0,1,1,2,112,4,408
C999993870625,anon_S7002,男,28,未婚,福建,本科,D-风险客户,242960,5,2023-07-08,155,6,1769.0,294.8333333333333,4,3.0,1,1,1,111,3,449
C999993855303,anon_S5478,女,27,已婚,黑龙江,本科,D-风险客户,87001,4,2023-03-01,51,9,6096.07,677.3411111111111,9,0.0,3,2,4,324,9,578
C999993877393,anon_S7677,男,34,未婚,贵州,初中及以下,D-风险客户,400000,12,2023-09-05,5,12,6983.95,581.9958333333333,12,1.0,4,3,4,434,11,390
C999993880260,anon_S7964,男,29,未婚,山西,高中,D-风险客户,465000,11,2023-06-02,207,3,347.78,115.92666666666666,3,2.0,1,1,1,111,3,485
C999993859567,anon_S5899,男,20,未婚,重庆,初中及以下,D-风险客户,110000,16,2023-11-23,227,3,1338.56,446.18666666666667,3,0.0,1,1,1,111,3,311
C999993857004,anon_S5647,男,28,未婚,浙江,大专,D-风险客户,96480,8,2022-10-09,16,15,7348.860000000001,489.92400000000004,13,1.0,4,3,4,434,11,721
C999993848748,anon_S4832,女,26,未婚,新疆,高中,D-风险客户,70000,8,2022-11-16,34,3,991.8199999999999,330.6066666666666,3,1.0,3,1,1,311,5,683
C999993843896,anon_S4349,男,30,未婚,辽宁,大专,D-风险客户,61391,10,2023-03-19,2,6,2192.41,365.40166666666664,6,3.0,4,1,1,411,6,560
C999993869268,anon_S6867,男,27,未婚,四川,大专,D-风险客户,227880,7,2022-11-11,58,6,3950.59,658.4316666666667,6,0.0,2,1,3,213,6,688
C999993854648,anon_S5413,男,27,未婚,河北,本科,D-风险客户,83580,4,2023-01-12,2,20,8684.33,434.2165,18,1.0,4,4,4,444,12,626
C999993855788,anon_S5525,男,20,未婚,北京,初中及以下,D-风险客户,90000,17,2022-10-16,160,6,2376.7200000000003,396.12000000000006,6,1.0,1,1,2,112,4,714
C999993878342,anon_S7772,男,29,未婚,内蒙古,初中及以下,D-风险客户,420000,50,2023-03-13,121,6,4529.63,754.9383333333334,5,0.0,1,1,3,113,5,566
C999993828595,anon_S2822,男,26,未婚,四川,高中,D-风险客户,39380,8,2023-10-24,3,15,11863.36,790.8906666666667,13,2.0,4,3,4,434,11,341
C999993860367,anon_S5978,男,20,未婚,辽宁,初中及以下,D-风险客户,115000,14,2022-10-04,394,3,2485.31,828.4366666666666,3,0.0,1,1,2,112,4,726
C999993859307,anon_S5873,男,20,未婚,上海,初中及以下,D-风险客户,106000,17,2023-12-11,205,3,2058.61,686.2033333333334,3,2.0,1,1,1,111,3,293
C999993882086,anon_S8146,女,29,未婚,湖北,高中,D-风险客户,499200,11,2023-08-05,14,20,10993.27,549.6635,16,1.0,4,4,4,444,12,421
C999993843705,anon_S4330,男,31,未婚,北京,大专,D-风险客户,60837,11,2023-05-18,134,3,991.16,330.38666666666666,3,0.0,1,1,1,111,3,500
C999993881934,anon_S8131,男,33,未婚,湖北,初中及以下,D-风险客户,496000,12,2023-09-16,64,18,10788.64,599.3688888888888,16,1.0,2,4,4,244,10,379
C999993881923,anon_S8130,男,29,未婚,山东,高中,D-风险客户,495206,11,2023-05-31,20,9,2788.98,309.88666666666666,8,1.0,4,2,2,422,8,487
C999993877155,anon_S7653,男,27,已婚,山西,大专,D-风险客户,399000,7,2022-12-16,80,3,720.72,240.24,2,1.0,2,1,1,211,4,653
C999993868287,anon_S6769,男,26,离异,甘肃,大专,D-风险客户,210000,6,2023-03-22,63,6,2337.85,389.64166666666665,6,1.0,2,1,1,211,4,557
C999993876140,anon_S7552,男,27,未婚,海南,本科,D-风险客户,367483,4,2022-12-16,13,6,5066.34,844.39,6,1.0,4,1,3,413,8,653
C999993877246,anon_S7662,女,30,未婚,江苏,高中,D-风险客户,400000,12,2023-08-30,22,15,7928.63,528.5753333333333,14,2.0,3,3,4,334,10,396
C999993855416,anon_S5489,男,27,未婚,内蒙古,大专,D-风险客户,87750,7,2023-10-26,76,6,2810.5299999999997,468.4216666666666,5,0.0,2,1,2,212,5,339
